ProcessId,EvidenceName,StepName,SharedTopicsCount,SharedKeywordsCount,TotalSharedEntities
746093,"""Αντίγραφο άδειας ασκήσεως επαγγέλματος και βεβαίωση εγγραφής σε Ιατρικό Σύλλογο ή στο Τεχνικό Επιμελητήριο Ελλάδας ή Ένωση Ελλήνων Χημικών.""","""Κύρωση των Τελικών Πινάκων Επιτυχόντων και των Πινάκων των μη πληρούντων τα προσόντα υποψηφίων, από τον Αρχηγό της Ελληνικής Αστυνομίας.""",0,0,0
746093,"""Αντίγραφο άδειας ασκήσεως επαγγέλματος και βεβαίωση εγγραφής σε Ιατρικό Σύλλογο ή στο Τεχνικό Επιμελητήριο Ελλάδας ή Ένωση Ελλήνων Χημικών.""","""Δημοσίευση των Τελικών Πινάκων Επιτυχόντων και ενημέρωση υποψηφίων.""",0,0,0
746093,"""Αντίγραφο άδειας ασκήσεως επαγγέλματος και βεβαίωση εγγραφής σε Ιατρικό Σύλλογο ή στο Τεχνικό Επιμελητήριο Ελλάδας ή Ένωση Ελλήνων Χημικών.""","""Έκδοση προκήρυξης.""",0,0,0
570467,"""Αποδεικτικό ενημερότητας για χρέη προς το Δημόσιο""","""Τα δικαιολογητικά κατόπιν ελέγχου κρίνονται πλήρη""",0,0,0
671698,"""Πρόγραμμα σπουδών""","""Έκδοση νόμου για χορήγηση άδειας ίδρυσης και λειτουργίας ξένου σχολείου της ημεδαπής""",0,0,0
746093,"""Αντίγραφο άδειας ασκήσεως επαγγέλματος και βεβαίωση εγγραφής σε Ιατρικό Σύλλογο ή στο Τεχνικό Επιμελητήριο Ελλάδας ή Ένωση Ελλήνων Χημικών.""","""Εισήγηση για λήψη απόφασης αναφορικά με τον αριθμό των θέσεων που θα προκηρυχθούν ανα κατηγορία και ειδικότητα.""",0,0,0
746093,"""Αντίγραφο άδειας ασκήσεως επαγγέλματος και βεβαίωση εγγραφής σε Ιατρικό Σύλλογο ή στο Τεχνικό Επιμελητήριο Ελλάδας ή Ένωση Ελλήνων Χημικών.""","""Δημοσίευση των πινάκων επιτυχίας και ανάρτησή τους για ενημέρωση των υποψηφίων.""",0,0,0
570467,"""Αποδεικτικό ενημερότητας για χρέη προς το Δημόσιο""","""Επικοινωνία και ενημέρωση ενδιαφερομένου για τυχόν ελλείψεις δικαιολογητικών""",0,0,0
746093,"""Αντίγραφο άδειας ασκήσεως επαγγέλματος και βεβαίωση εγγραφής σε Ιατρικό Σύλλογο ή στο Τεχνικό Επιμελητήριο Ελλάδας ή Ένωση Ελλήνων Χημικών.""","""Συγκρότηση Τριμελούς Επιτροπής, για την αξιολόγηση των προσόντων των υποψηφίων.""",0,0,0
746093,"""Αντίγραφο άδειας ασκήσεως επαγγέλματος και βεβαίωση εγγραφής σε Ιατρικό Σύλλογο ή στο Τεχνικό Επιμελητήριο Ελλάδας ή Ένωση Ελλήνων Χημικών.""","""Αίτημα προς το Υπουργείο Εσωτερικών για έκδοση Απόφασης Κατανομής.""",0,0,0
746093,"""Αναλυτικό βιογραφικό σημείωμα.""","""Κλήση για ορκωμοσία.""",0,0,0
570467,"""Αποδεικτικό ενημερότητας για χρέη προς το Δημόσιο""","""Παραλαβή αίτησης""",0,0,0
671698,"""Πρόγραμμα σπουδών""","""Διαβίβαση του φακέλου της αίτησης στον Υπουργό""",0,0,0
570467,"""Αποδεικτικό ενημερότητας για χρέη προς το Δημόσιο""","""Ενημέρωση για τη δημοσίευση της Υπουργικής Απόφασης στο ΦΕΚ""",0,0,0
570467,"""Αποδεικτικό ενημερότητας για χρέη προς το Δημόσιο""","""Δημοσίευση στο ΦΕΚ της Υπουργικής Απόφασης Τροποποίησης άδειας ιδιωτικού σχολείου""",0,0,0
671698,"""Πρόγραμμα σπουδών""","""Υποβολή συμπληρωματικών δικαιολογητικών""",0,0,0
746093,"""Αναλυτικό βιογραφικό σημείωμα.""","""Έλεγχος νομιμότητας δικαιολογητικών συμμετοχής και λοιπών προϋποθέσεων για την πρόσληψη.""",0,0,0
746093,"""Αναλυτικό βιογραφικό σημείωμα.""","""Έκδοση Προεδρικού Διατάγματος αναφορικά με πρόσληψη.""",0,0,0
746093,"""Αναλυτικό βιογραφικό σημείωμα.""","""Έκδοση Απόφασης Πρόσληψης από τον Προϊστάμενο του Επιτελείου του Αρχηγείου της Ελληνικής Αστυνομίας.""",0,0,0
570467,"""Αποδεικτικό ενημερότητας για χρέη προς το Δημόσιο""","""Τέλος διαδικασίας""",0,0,0
570467,"""Αποδεικτικό ενημερότητας για χρέη προς το Δημόσιο""","""Αποστολή ενημερωτικού εγγράφου σε ενδιαφερόμενο για την απόρριψη της αίτησής του και επιστροφή δικαιολογητικών.""",0,0,0
746093,"""Αναλυτικό βιογραφικό σημείωμα.""","""Αίτημα προς το Υπουργείο Εσωτερικών για έκδοση Απόφασης Κατανομής.""",0,0,0
746093,"""Αναλυτικό βιογραφικό σημείωμα.""","""Έκδοση προκήρυξης.""",0,0,0
671698,"""Περιγραφή των εγκαταστάσεων του σχολείου""","""Παραλαβή της αίτησης""",0,0,0
746093,"""Αναλυτικό βιογραφικό σημείωμα.""","""Συγκρότηση Τριμελούς Επιτροπής, για την αξιολόγηση των προσόντων των υποψηφίων.""",0,0,0
746093,"""Αναλυτικό βιογραφικό σημείωμα.""","""Αίτηση διόρθωσης (ένσταση).""",0,0,0
746093,"""Αναλυτικό βιογραφικό σημείωμα.""","""Δημοσίευση των πινάκων επιτυχίας και ανάρτησή τους για ενημέρωση των υποψηφίων.""",0,0,0
570467,"""Αποδεικτικό ενημερότητας για χρέη προς το Δημόσιο""","""Παραλαβή αρνητικής διατύπωσης γνώμης του ΕΟΠΠΕΠ επι των κτιριολογικών προϋποθέσεων από Τμήμα Α της Αυτοτελούς Δ/νσης Ιδιωτικής Εκπ/σης.""",0,0,0
570467,"""Αποδεικτικό ενημερότητας για χρέη προς το Δημόσιο""","""Υπουργική Απόφαση τροποποίησης άδειας ιδιωτικού σχολείου Πρωτοβάθμιας και Δευτεροβάθμιας Εκπαίδευσης.""",0,0,0
746093,"""Φωτοαντίγραφο πιστοποιητικού ή πτυχίου γνώσης της αγγλικής, γαλλικής, γερμανικής ή ιταλικής γλώσσας""","""Κύρωση των Τελικών Πινάκων Επιτυχόντων και των Πινάκων των μη πληρούντων τα προσόντα υποψηφίων, από τον Αρχηγό της Ελληνικής Αστυνομίας.""",0,0,0
746093,"""Φωτοαντίγραφο πιστοποιητικού ή πτυχίου γνώσης της αγγλικής, γαλλικής, γερμανικής ή ιταλικής γλώσσας""","""Έκδοση Τελικών Πινάκων Επιτυχόντων ανα κατηγορία και ειδικότητα.""",0,0,0
671698,"""Περιγραφή των εγκαταστάσεων του σχολείου""","""Μη έκδοση νόμου - απόρριψη της αίτησης""",0,0,0
746093,"""Φωτοαντίγραφο πιστοποιητικού ή πτυχίου γνώσης της αγγλικής, γαλλικής, γερμανικής ή ιταλικής γλώσσας""","""Εξέταση των ενστάσεων από την Τριμελή Επιτροπή Αξιολόγησης.""",0,0,0
746093,"""Φωτοαντίγραφο πιστοποιητικού ή πτυχίου γνώσης της αγγλικής, γαλλικής, γερμανικής ή ιταλικής γλώσσας""","""Αίτηση διόρθωσης (ένσταση).""",0,0,0
746093,"""Φωτοαντίγραφο πιστοποιητικού ή πτυχίου γνώσης της αγγλικής, γαλλικής, γερμανικής ή ιταλικής γλώσσας""","""Δημοσίευση των πινάκων επιτυχίας και ανάρτησή τους για ενημέρωση των υποψηφίων.""",0,0,0
570467,"""Αποδεικτικό ενημερότητας για χρέη προς το Δημόσιο""","""Τέλος διαδικασίας""",0,0,0
570467,"""Αποδεικτικό ενημερότητας για χρέη προς το Δημόσιο""","""Αποστολή φακέλου δικαιολογητικών κτιριολογικού ελέγχου στον ΕΟΠΠΕΠ""",0,0,0
746093,"""Φωτοαντίγραφο πιστοποιητικού ή πτυχίου γνώσης της αγγλικής, γαλλικής, γερμανικής ή ιταλικής γλώσσας""","""Έκδοση Απόφασης Πρόσληψης από τον Προϊστάμενο του Επιτελείου του Αρχηγείου της Ελληνικής Αστυνομίας.""",0,0,0
746093,"""Φωτοαντίγραφο πιστοποιητικού ή πτυχίου γνώσης της αγγλικής, γαλλικής, γερμανικής ή ιταλικής γλώσσας""","""Έκδοση Προεδρικού Διατάγματος αναφορικά με πρόσληψη.""",0,0,0
671698,"""Περιγραφή των εγκαταστάσεων του σχολείου""","""Υποβολή συμπληρωματικών δικαιολογητικών""",0,0,0
746093,"""Φωτοαντίγραφο πιστοποιητικού ή πτυχίου γνώσης της αγγλικής, γαλλικής, γερμανικής ή ιταλικής γλώσσας""","""Αίτημα προς το Υπουργείο Εσωτερικών για έκδοση Απόφασης Κατανομής.""",0,0,0
746093,"""Φωτοαντίγραφο πιστοποιητικού ή πτυχίου γνώσης της αγγλικής, γαλλικής, γερμανικής ή ιταλικής γλώσσας""","""Συγκρότηση Τριμελούς Επιτροπής, για την αξιολόγηση των προσόντων των υποψηφίων.""",0,0,0
746093,"""Φωτοαντίγραφο πιστοποιητικού ή πτυχίου γνώσης της αγγλικής, γαλλικής, γερμανικής ή ιταλικής γλώσσας""","""Υποβολή αιτήματος στην επιτροπή της ΠΥΣ 33/2006 για την έγκριση της πρόσληψης.""",0,0,0
570467,"""Αποδεικτικό ενημερότητας για χρέη προς το Δημόσιο""","""Παραλαβή συμπληρωματικών εγγράφων/δικαιολογητικών""",0,0,0
570467,"""Αποδεικτικό ενημερότητας για χρέη προς το Δημόσιο""","""Παραλαβή θετικής διατύπωσης γνώμης του ΕΟΠΠΕΠ επι των κτιριολογικών προϋποθέσεων από Τμήμα Α της Αυτοτελούς Δ/νσης Ιδιωτικής Εκπ/σης.""",0,0,0
671698,"""Περιγραφή των εγκαταστάσεων του σχολείου""","""Έλεγχος συνδρομής απαιτούμενων προϋποθέσεων""",0,0,0
746093,"""Πιστοποιητικό γνώσης χειρισμού ηλεκτρονικού υπολογιστή, σύμφωνα με τα οριζόμενα στο άρθρο 27 του Π.Δ. 50/2001.""","""Κύρωση των Τελικών Πινάκων Επιτυχόντων και των Πινάκων των μη πληρούντων τα προσόντα υποψηφίων, από τον Αρχηγό της Ελληνικής Αστυνομίας.""",0,0,0
570467,"""Αποδεικτικό ενημερότητας για χρέη προς το Δημόσιο""","""Διενέργεια ελέγχου κτιριολογικών προϋποθέσεων""",0,0,0
746093,"""Πιστοποιητικό γνώσης χειρισμού ηλεκτρονικού υπολογιστή, σύμφωνα με τα οριζόμενα στο άρθρο 27 του Π.Δ. 50/2001.""","""Έλεγχος νομιμότητας δικαιολογητικών συμμετοχής και λοιπών προϋποθέσεων για την πρόσληψη.""",0,0,0
746093,"""Πιστοποιητικό γνώσης χειρισμού ηλεκτρονικού υπολογιστή, σύμφωνα με τα οριζόμενα στο άρθρο 27 του Π.Δ. 50/2001.""","""Δημοσίευση των Τελικών Πινάκων Επιτυχόντων και ενημέρωση υποψηφίων.""",0,0,0
746093,"""Πιστοποιητικό γνώσης χειρισμού ηλεκτρονικού υπολογιστή, σύμφωνα με τα οριζόμενα στο άρθρο 27 του Π.Δ. 50/2001.""","""Αίτηση διόρθωσης (ένσταση).""",0,0,0
570467,"""Πιστοποιητικό Δικαστικής Φερεγγυότητας""","""Επικοινωνία και ενημέρωση ενδιαφερομένου για τυχόν ελλείψεις δικαιολογητικών""",0,0,0
671698,"""Περιγραφή των εγκαταστάσεων του σχολείου""","""Διαβίβαση του φακέλου της αίτησης στον Υπουργό""",0,0,0
746093,"""Πιστοποιητικό γνώσης χειρισμού ηλεκτρονικού υπολογιστή, σύμφωνα με τα οριζόμενα στο άρθρο 27 του Π.Δ. 50/2001.""","""Εξέταση των ενστάσεων από την Τριμελή Επιτροπή Αξιολόγησης.""",0,0,0
746093,"""Πιστοποιητικό γνώσης χειρισμού ηλεκτρονικού υπολογιστή, σύμφωνα με τα οριζόμενα στο άρθρο 27 του Π.Δ. 50/2001.""","""Έκδοση Απόφασης Πρόσληψης από τον Προϊστάμενο του Επιτελείου του Αρχηγείου της Ελληνικής Αστυνομίας.""",0,0,0
570467,"""Πιστοποιητικό Δικαστικής Φερεγγυότητας""","""Παραλαβή συμπληρωματικών εγγράφων/δικαιολογητικών""",0,0,0
746093,"""Πιστοποιητικό γνώσης χειρισμού ηλεκτρονικού υπολογιστή, σύμφωνα με τα οριζόμενα στο άρθρο 27 του Π.Δ. 50/2001.""","""Κλήση για ορκωμοσία.""",0,0,0
746093,"""Πιστοποιητικό γνώσης χειρισμού ηλεκτρονικού υπολογιστή, σύμφωνα με τα οριζόμενα στο άρθρο 27 του Π.Δ. 50/2001.""","""Έκδοση προκήρυξης.""",0,0,0
746093,"""Πιστοποιητικό γνώσης χειρισμού ηλεκτρονικού υπολογιστή, σύμφωνα με τα οριζόμενα στο άρθρο 27 του Π.Δ. 50/2001.""","""Αίτημα προς το Υπουργείο Εσωτερικών για έκδοση Απόφασης Κατανομής.""",0,0,0
570467,"""Πιστοποιητικό Δικαστικής Φερεγγυότητας""","""Παραλαβή και καταγραφή αίτησης και των 2 φακέλων απο το Τμήμα Α της Αυτοτελούς Διευθυνσης Ιδ. Εκπαίδευσης""",0,0,0
995874,"""Έκδοση αποδεικτικού φορολογικής ενημερότητας για χρέη προς το Δημόσιο.""","""Διαβίβαση της αίτησης του σχολείου στην Αυτοτελή Διεύθυνση Ιδιωτικής Εκπαίδευσης""",0,0,0
746093,"""Πιστοποιητικό γνώσης χειρισμού ηλεκτρονικού υπολογιστή, σύμφωνα με τα οριζόμενα στο άρθρο 27 του Π.Δ. 50/2001.""","""Εισήγηση για λήψη απόφασης αναφορικά με τον αριθμό των θέσεων που θα προκηρυχθούν ανα κατηγορία και ειδικότητα.""",0,0,0
746093,"""Πιστοποιητικό γνώσης χειρισμού ηλεκτρονικού υπολογιστή, σύμφωνα με τα οριζόμενα στο άρθρο 27 του Π.Δ. 50/2001.""","""Έκθεση αναγκαιότητας.""",0,0,0
570467,"""Πιστοποιητικό Δικαστικής Φερεγγυότητας""","""Τα δικαιολογητικά κατόπιν ελέγχου κρίνονται πλήρη""",0,0,0
746093,"""Αντίγραφα μεταπτυχιακών τίτλων σπουδών, σύμφωνα με τα προβλεπόμενα στα στοιχεία (7), (8), (10), (11), (12), (13) της περίπτωσης δ΄ της παρ. 1 του άρθρου 3 του Π.Δ. 373/2002 (Φ.Ε.Κ. Α-320) όπως ισχύει.""","""Δημοσίευση των πινάκων επιτυχίας και ανάρτησή τους για ενημέρωση των υποψηφίων.""",0,0,0
746093,"""Αντίγραφα μεταπτυχιακών τίτλων σπουδών, σύμφωνα με τα προβλεπόμενα στα στοιχεία (7), (8), (10), (11), (12), (13) της περίπτωσης δ΄ της παρ. 1 του άρθρου 3 του Π.Δ. 373/2002 (Φ.Ε.Κ. Α-320) όπως ισχύει.""","""Έκδοση πινάκων επιτυχίας των κατ΄αρχήν πληρούντων τα προσόντα και πίνακες των μη πληρούντων τα προσόντα υποψηφίων, κατά σειρά επιτυχίας για κάθε κατηγορία και ειδικότητα.""",0,0,0
746093,"""Αντίγραφα μεταπτυχιακών τίτλων σπουδών, σύμφωνα με τα προβλεπόμενα στα στοιχεία (7), (8), (10), (11), (12), (13) της περίπτωσης δ΄ της παρ. 1 του άρθρου 3 του Π.Δ. 373/2002 (Φ.Ε.Κ. Α-320) όπως ισχύει.""","""Συγκρότηση Τριμελούς Επιτροπής, για την αξιολόγηση των προσόντων των υποψηφίων.""",0,0,0
570467,"""Πιστοποιητικό Δικαστικής Φερεγγυότητας""","""Παραλαβή αίτησης""",0,0,0
995874,"""Έκδοση αποδεικτικού φορολογικής ενημερότητας για χρέη προς το Δημόσιο.""","""Διαβίβαση της αίτησης στην αρμόδια Διεύθυνση εκπαίδευσης""",0,0,0
746093,"""Αντίγραφα μεταπτυχιακών τίτλων σπουδών, σύμφωνα με τα προβλεπόμενα στα στοιχεία (7), (8), (10), (11), (12), (13) της περίπτωσης δ΄ της παρ. 1 του άρθρου 3 του Π.Δ. 373/2002 (Φ.Ε.Κ. Α-320) όπως ισχύει.""","""Κλήση υποψηφίων για Προκαταρκτικές Εξετάσεις (Υγειονομικές εξετάσεις και Ψυχοτεχνικές Δοκιμασίες)""",0,0,0
746093,"""Αντίγραφα μεταπτυχιακών τίτλων σπουδών, σύμφωνα με τα προβλεπόμενα στα στοιχεία (7), (8), (10), (11), (12), (13) της περίπτωσης δ΄ της παρ. 1 του άρθρου 3 του Π.Δ. 373/2002 (Φ.Ε.Κ. Α-320) όπως ισχύει.""","""Εξέταση των ενστάσεων από την Τριμελή Επιτροπή Αξιολόγησης.""",0,0,0
570467,"""Πιστοποιητικό Δικαστικής Φερεγγυότητας""","""Διαβίβαση αίτησης τροποποίησης άδειας ιδιωτικού σχολείου στο τμήμα Ιδιωτικών Σχολείων του Υπουργείου Παιδείας.""",0,0,0
746093,"""Αντίγραφα μεταπτυχιακών τίτλων σπουδών, σύμφωνα με τα προβλεπόμενα στα στοιχεία (7), (8), (10), (11), (12), (13) της περίπτωσης δ΄ της παρ. 1 του άρθρου 3 του Π.Δ. 373/2002 (Φ.Ε.Κ. Α-320) όπως ισχύει.""","""Έκδοση Προεδρικού Διατάγματος αναφορικά με πρόσληψη.""",0,0,0
746093,"""Αντίγραφα μεταπτυχιακών τίτλων σπουδών, σύμφωνα με τα προβλεπόμενα στα στοιχεία (7), (8), (10), (11), (12), (13) της περίπτωσης δ΄ της παρ. 1 του άρθρου 3 του Π.Δ. 373/2002 (Φ.Ε.Κ. Α-320) όπως ισχύει.""","""Έλεγχος νομιμότητας δικαιολογητικών συμμετοχής και λοιπών προϋποθέσεων για την πρόσληψη.""",0,0,0
746093,"""Αντίγραφα μεταπτυχιακών τίτλων σπουδών, σύμφωνα με τα προβλεπόμενα στα στοιχεία (7), (8), (10), (11), (12), (13) της περίπτωσης δ΄ της παρ. 1 του άρθρου 3 του Π.Δ. 373/2002 (Φ.Ε.Κ. Α-320) όπως ισχύει.""","""Δημοσίευση των Τελικών Πινάκων Επιτυχόντων και ενημέρωση υποψηφίων.""",0,0,0
570467,"""Πιστοποιητικό Δικαστικής Φερεγγυότητας""","""Τέλος διαδικασίας""",0,0,0
995874,"""Έκδοση αποδεικτικού φορολογικής ενημερότητας για χρέη προς το Δημόσιο.""","""Αποστολή φακέλου δικαιολογητικών κτιριολογικού ελέγχου στον ΕΟΠΠΕΠ""",0,0,0
570467,"""Πιστοποιητικό Δικαστικής Φερεγγυότητας""","""Ενημέρωση για τη δημοσίευση της Υπουργικής Απόφασης στο ΦΕΚ""",0,0,0
570467,"""Πιστοποιητικό Δικαστικής Φερεγγυότητας""","""Δημοσίευση στο ΦΕΚ της Υπουργικής Απόφασης Τροποποίησης άδειας ιδιωτικού σχολείου""",0,0,0
995874,"""Έκδοση αποδεικτικού φορολογικής ενημερότητας για χρέη προς το Δημόσιο.""","""Χρέωση της αίτησης τροποποίησης και έλεγχος""",0,0,0
746093,"""Αντίγραφα μεταπτυχιακών τίτλων σπουδών, σύμφωνα με τα προβλεπόμενα στα στοιχεία (7), (8), (10), (11), (12), (13) της περίπτωσης δ΄ της παρ. 1 του άρθρου 3 του Π.Δ. 373/2002 (Φ.Ε.Κ. Α-320) όπως ισχύει.""","""Εισήγηση για λήψη απόφασης αναφορικά με τον αριθμό των θέσεων που θα προκηρυχθούν ανα κατηγορία και ειδικότητα.""",0,0,0
746093,"""Αντίγραφα μεταπτυχιακών τίτλων σπουδών, σύμφωνα με τα προβλεπόμενα στα στοιχεία (7), (8), (10), (11), (12), (13) της περίπτωσης δ΄ της παρ. 1 του άρθρου 3 του Π.Δ. 373/2002 (Φ.Ε.Κ. Α-320) όπως ισχύει.""","""Έκθεση αναγκαιότητας.""",0,0,0
746093,"""Βεβαίωση , από την οποία να προκύπτει η προβλεπόμενη στο άρθρο 3 του Π.Δ. 373/2002 (Φ.Ε.Κ. Α-320) όπως ισχύει, προϋπηρεσία ή πείρα και το χρονικό διάστημα αυτής. Η απαιτούμενη στο στοιχείο (9) της περίπτωσης δ' της παρ. 1 του άρθρου 3 του Π.Δ. 373/2002 (Φ.Ε.Κ. Α-320) όπως ισχύει, προϋπηρεσία των οδοντιάτρων, πιστοποιείται με βεβαίωση του οικείου ασφαλιστικού φορέα.""","""Έκδοση πινάκων επιτυχίας των κατ΄αρχήν πληρούντων τα προσόντα και πίνακες των μη πληρούντων τα προσόντα υποψηφίων, κατά σειρά επιτυχίας για κάθε κατηγορία και ειδικότητα.""",0,0,0
570467,"""Πιστοποιητικό Δικαστικής Φερεγγυότητας""","""Υπουργική Απόφαση τροποποίησης άδειας ιδιωτικού σχολείου Πρωτοβάθμιας και Δευτεροβάθμιας Εκπαίδευσης.""",0,0,0
570467,"""Πιστοποιητικό Δικαστικής Φερεγγυότητας""","""Τέλος διαδικασίας""",0,0,0
746093,"""Βεβαίωση , από την οποία να προκύπτει η προβλεπόμενη στο άρθρο 3 του Π.Δ. 373/2002 (Φ.Ε.Κ. Α-320) όπως ισχύει, προϋπηρεσία ή πείρα και το χρονικό διάστημα αυτής. Η απαιτούμενη στο στοιχείο (9) της περίπτωσης δ' της παρ. 1 του άρθρου 3 του Π.Δ. 373/2002 (Φ.Ε.Κ. Α-320) όπως ισχύει, προϋπηρεσία των οδοντιάτρων, πιστοποιείται με βεβαίωση του οικείου ασφαλιστικού φορέα.""","""Δημοσίευση των πινάκων επιτυχίας και ανάρτησή τους για ενημέρωση των υποψηφίων.""",0,0,0
746093,"""Βεβαίωση , από την οποία να προκύπτει η προβλεπόμενη στο άρθρο 3 του Π.Δ. 373/2002 (Φ.Ε.Κ. Α-320) όπως ισχύει, προϋπηρεσία ή πείρα και το χρονικό διάστημα αυτής. Η απαιτούμενη στο στοιχείο (9) της περίπτωσης δ' της παρ. 1 του άρθρου 3 του Π.Δ. 373/2002 (Φ.Ε.Κ. Α-320) όπως ισχύει, προϋπηρεσία των οδοντιάτρων, πιστοποιείται με βεβαίωση του οικείου ασφαλιστικού φορέα.""","""Κλήση υποψηφίων για Προκαταρκτικές Εξετάσεις (Υγειονομικές εξετάσεις και Ψυχοτεχνικές Δοκιμασίες)""",0,0,0
995874,"""Έκδοση αποδεικτικού φορολογικής ενημερότητας για χρέη προς το Δημόσιο.""","""Διαβίβαση της αίτησης στο Τμήμα Γ΄ της Αυτοτελούς Διεύθυνσης Ιδιωτικής Εκπαίδευσης""",0,0,0
746093,"""Βεβαίωση , από την οποία να προκύπτει η προβλεπόμενη στο άρθρο 3 του Π.Δ. 373/2002 (Φ.Ε.Κ. Α-320) όπως ισχύει, προϋπηρεσία ή πείρα και το χρονικό διάστημα αυτής. Η απαιτούμενη στο στοιχείο (9) της περίπτωσης δ' της παρ. 1 του άρθρου 3 του Π.Δ. 373/2002 (Φ.Ε.Κ. Α-320) όπως ισχύει, προϋπηρεσία των οδοντιάτρων, πιστοποιείται με βεβαίωση του οικείου ασφαλιστικού φορέα.""","""Κύρωση των Τελικών Πινάκων Επιτυχόντων και των Πινάκων των μη πληρούντων τα προσόντα υποψηφίων, από τον Αρχηγό της Ελληνικής Αστυνομίας.""",0,0,0
746093,"""Βεβαίωση , από την οποία να προκύπτει η προβλεπόμενη στο άρθρο 3 του Π.Δ. 373/2002 (Φ.Ε.Κ. Α-320) όπως ισχύει, προϋπηρεσία ή πείρα και το χρονικό διάστημα αυτής. Η απαιτούμενη στο στοιχείο (9) της περίπτωσης δ' της παρ. 1 του άρθρου 3 του Π.Δ. 373/2002 (Φ.Ε.Κ. Α-320) όπως ισχύει, προϋπηρεσία των οδοντιάτρων, πιστοποιείται με βεβαίωση του οικείου ασφαλιστικού φορέα.""","""Έκδοση Τελικών Πινάκων Επιτυχόντων ανα κατηγορία και ειδικότητα.""",0,0,0
746093,"""Βεβαίωση , από την οποία να προκύπτει η προβλεπόμενη στο άρθρο 3 του Π.Δ. 373/2002 (Φ.Ε.Κ. Α-320) όπως ισχύει, προϋπηρεσία ή πείρα και το χρονικό διάστημα αυτής. Η απαιτούμενη στο στοιχείο (9) της περίπτωσης δ' της παρ. 1 του άρθρου 3 του Π.Δ. 373/2002 (Φ.Ε.Κ. Α-320) όπως ισχύει, προϋπηρεσία των οδοντιάτρων, πιστοποιείται με βεβαίωση του οικείου ασφαλιστικού φορέα.""","""Έλεγχος νομιμότητας δικαιολογητικών συμμετοχής και λοιπών προϋποθέσεων για την πρόσληψη.""",0,0,0
570467,"""Πιστοποιητικό Δικαστικής Φερεγγυότητας""","""Αποστολή ενημερωτικού εγγράφου σε ενδιαφερόμενο για την απόρριψη της αίτησής του και επιστροφή δικαιολογητικών.""",0,0,0
570467,"""Πιστοποιητικό Δικαστικής Φερεγγυότητας""","""Παραλαβή αρνητικής διατύπωσης γνώμης του ΕΟΠΠΕΠ επι των κτιριολογικών προϋποθέσεων από Τμήμα Α της Αυτοτελούς Δ/νσης Ιδιωτικής Εκπ/σης.""",0,0,0
995874,"""Έκδοση αποδεικτικού φορολογικής ενημερότητας για χρέη προς το Δημόσιο.""","""Εισαγωγή της αίτησης στο ΠΣ Πάπυρος""",0,0,0
570467,"""Πιστοποιητικό Δικαστικής Φερεγγυότητας""","""Παραλαβή θετικής διατύπωσης γνώμης του ΕΟΠΠΕΠ επι των κτιριολογικών προϋποθέσεων από Τμήμα Α της Αυτοτελούς Δ/νσης Ιδιωτικής Εκπ/σης.""",0,0,0
570467,"""Πιστοποιητικό Δικαστικής Φερεγγυότητας""","""Διενέργεια ελέγχου κτιριολογικών προϋποθέσεων""",0,0,0
995874,"""Έκδοση αποδεικτικού φορολογικής ενημερότητας για χρέη προς το Δημόσιο.""","""Διαβίβαση γνωμοδότησης στο Τμήμα Γ΄ της Αυτοτελούς Διεύθυνσης Ιδιωτικής Εκπαίδευσης""",0,0,0
570467,"""Πιστοποιητικό Δικαστικής Φερεγγυότητας""","""Αποστολή φακέλου δικαιολογητικών κτιριολογικού ελέγχου στον ΕΟΠΠΕΠ""",0,0,0
746093,"""Βεβαίωση , από την οποία να προκύπτει η προβλεπόμενη στο άρθρο 3 του Π.Δ. 373/2002 (Φ.Ε.Κ. Α-320) όπως ισχύει, προϋπηρεσία ή πείρα και το χρονικό διάστημα αυτής. Η απαιτούμενη στο στοιχείο (9) της περίπτωσης δ' της παρ. 1 του άρθρου 3 του Π.Δ. 373/2002 (Φ.Ε.Κ. Α-320) όπως ισχύει, προϋπηρεσία των οδοντιάτρων, πιστοποιείται με βεβαίωση του οικείου ασφαλιστικού φορέα.""","""Έκδοση προκήρυξης.""",0,0,0
570467,"""Αποδεικτικό ασφαλιστικής ενημερότητας (ν.4611/2019) ...""","""Παραλαβή αίτησης""",0,0,0
995874,"""Έκδοση αποδεικτικού φορολογικής ενημερότητας για χρέη προς το Δημόσιο.""","""Χρέωση της γνωμοδότησης στο χειριστή του φακέλου του ξένου σχολείου""",0,0,0
934650,"""Απόσπασμα ποινικού μητρώου ή ανάλογο πιστοποιητικό από το κράτος προέλευσης, προκειμένου για τις επαγγελματικές δραστηριότητες που περιλαμβάνονται στο Παράρτημα VIII του Π.Δ. 38/2010.""","""Ενημέρωση ενδιαφερομένου για τη χορήγηση της βεβαίωσης και παραλαβή της""",0,0,0
934650,"""Απόσπασμα ποινικού μητρώου ή ανάλογο πιστοποιητικό από το κράτος προέλευσης, προκειμένου για τις επαγγελματικές δραστηριότητες που περιλαμβάνονται στο Παράρτημα VIII του Π.Δ. 38/2010.""","""Σύνταξη εισήγησης""",0,0,0
570467,"""Αποδεικτικό ασφαλιστικής ενημερότητας (ν.4611/2019) ...""","""Διαβίβαση αίτησης τροποποίησης άδειας ιδιωτικού σχολείου στο τμήμα Ιδιωτικών Σχολείων του Υπουργείου Παιδείας.""",0,0,0
